Baseline,JET SDG,SDG Push,Year,indicator
0.694,0.631,0.709,2039,CarbonEmissions_per_capita
0.698,0.614,0.714,2040,CarbonEmissions_per_capita
0.702,0.593,0.719,2041,CarbonEmissions_per_capita
0.705,0.57,0.725,2042,CarbonEmissions_per_capita
0.709,0.545,0.73,2043,CarbonEmissions_per_capita
0.71,0.52,0.733,2044,CarbonEmissions_per_capita
0.711,0.495,0.735,2045,CarbonEmissions_per_capita
0.712,0.472,0.737,2046,CarbonEmissions_per_capita
0.711,0.45,0.738,2047,CarbonEmissions_per_capita
0.711,0.431,0.739,2048,CarbonEmissions_per_capita
0.711,0.416,0.741,2049,CarbonEmissions_per_capita
0.71,0.403,0.743,2050,CarbonEmissions_per_capita
0.709,0.394,0.744,2051,CarbonEmissions_per_capita
0.707,0.386,0.745,2052,CarbonEmissions_per_capita
0.705,0.38,0.744,2053,CarbonEmissions_per_capita
0.702,0.374,0.743,2054,CarbonEmissions_per_capita
0.699,0.367,0.742,2055,CarbonEmissions_per_capita
0.696,0.358,0.741,2056,CarbonEmissions_per_capita
0.692,0.348,0.739,2057,CarbonEmissions_per_capita
0.688,0.337,0.737,2058,CarbonEmissions_per_capita
0.684,0.325,0.734,2059,CarbonEmissions_per_capita
0.679,0.312,0.732,2060,CarbonEmissions_per_capita
0.674,0.3,0.729,2061,CarbonEmissions_per_capita
0.669,0.288,0.727,2062,CarbonEmissions_per_capita
0.664,0.276,0.724,2063,CarbonEmissions_per_capita
0.658,0.265,0.722,2064,CarbonEmissions_per_capita
0.652,0.256,0.719,2065,CarbonEmissions_per_capita
0.646,0.247,0.717,2066,CarbonEmissions_per_capita
0.64,0.24,0.715,2067,CarbonEmissions_per_capita
0.633,0.232,0.713,2068,CarbonEmissions_per_capita
0.627,0.226,0.71,2069,CarbonEmissions_per_capita
0.621,0.22,0.707,2070,CarbonEmissions_per_capita
0.615,0.215,0.703,2071,CarbonEmissions_per_capita
0.609,0.211,0.699,2072,CarbonEmissions_per_capita
0.603,0.208,0.695,2073,CarbonEmissions_per_capita
0.596,0.205,0.69,2074,CarbonEmissions_per_capita
0.59,0.202,0.687,2075,CarbonEmissions_per_capita
0.585,0.2,0.682,2076,CarbonEmissions_per_capita
0.579,0.198,0.677,2077,CarbonEmissions_per_capita
0.573,0.196,0.672,2078,CarbonEmissions_per_capita
0.568,0.194,0.666,2079,CarbonEmissions_per_capita
0.562,0.192,0.661,2080,CarbonEmissions_per_capita
0.557,0.189,0.655,2081,CarbonEmissions_per_capita
0.551,0.187,0.65,2082,CarbonEmissions_per_capita
0.545,0.184,0.646,2083,CarbonEmissions_per_capita
0.54,0.182,0.642,2084,CarbonEmissions_per_capita
0.535,0.179,0.639,2085,CarbonEmissions_per_capita
0.531,0.177,0.636,2086,CarbonEmissions_per_capita
0.527,0.174,0.633,2087,CarbonEmissions_per_capita
0.523,0.172,0.63,2088,CarbonEmissions_per_capita
0.521,0.17,0.628,2089,CarbonEmissions_per_capita
0.518,0.168,0.626,2090,CarbonEmissions_per_capita
0.517,0.166,0.624,2091,CarbonEmissions_per_capita
0.515,0.165,0.622,2092,CarbonEmissions_per_capita
0.513,0.164,0.619,2093,CarbonEmissions_per_capita
0.511,0.164,0.618,2094,CarbonEmissions_per_capita
0.509,0.165,0.617,2095,CarbonEmissions_per_capita
0.507,0.166,0.618,2096,CarbonEmissions_per_capita
0.505,0.168,0.619,2097,CarbonEmissions_per_capita
0.503,0.171,0.617,2098,CarbonEmissions_per_capita
0.501,0.174,0.615,2099,CarbonEmissions_per_capita
0.498,0.178,0.611,2100,CarbonEmissions_per_capita
34.59,34.59,34.59,2019,ChildMort5Yrs
35.6,35.6,35.6,2020,ChildMort5Yrs
34.43,34.43,34.43,2021,ChildMort5Yrs
32.84,32.84,32.84,2022,ChildMort5Yrs
31.83,31.83,31.83,2023,ChildMort5Yrs
30.95,30.95,30.95,2024,ChildMort5Yrs
29.9,29.73,29.72,2025,ChildMort5Yrs
28.86,28.53,28.52,2026,ChildMort5Yrs
28.08,27.43,27.43,2027,ChildMort5Yrs
27.27,26.37,26.37,2028,ChildMort5Yrs
26.52,25.4,25.4,2029,ChildMort5Yrs
25.82,24.51,24.53,2030,ChildMort5Yrs
25.17,23.86,23.9,2031,ChildMort5Yrs
24.57,23.25,23.31,2032,ChildMort5Yrs
24.1,22.61,22.69,2033,ChildMort5Yrs
23.65,21.95,22.05,2034,ChildMort5Yrs
23.18,21.25,21.36,2035,ChildMort5Yrs
22.68,20.52,20.64,2036,ChildMort5Yrs
22.15,19.79,19.92,2037,ChildMort5Yrs
21.59,19.13,19.27,2038,ChildMort5Yrs
21.04,18.5,18.63,2039,ChildMort5Yrs
20.51,17.88,18.03,2040,ChildMort5Yrs
20.01,17.3,17.45,2041,ChildMort5Yrs
19.52,16.73,16.89,2042,ChildMort5Yrs
19.04,16.19,16.36,2043,ChildMort5Yrs
18.59,15.67,15.85,2044,ChildMort5Yrs
18.15,15.17,15.35,2045,ChildMort5Yrs
17.73,14.68,14.88,2046,ChildMort5Yrs
17.32,14.22,14.41,2047,ChildMort5Yrs
16.92,13.77,13.97,2048,ChildMort5Yrs
16.53,13.33,13.53,2049,ChildMort5Yrs
16.15,12.91,13.11,2050,ChildMort5Yrs
15.78,12.5,12.7,2051,ChildMort5Yrs
15.41,12.13,12.32,2052,ChildMort5Yrs
15.06,11.77,11.96,2053,ChildMort5Yrs
14.72,11.43,11.61,2054,ChildMort5Yrs
14.39,11.09,11.27,2055,ChildMort5Yrs
14.06,10.76,10.94,2056,ChildMort5Yrs
13.75,10.43,10.61,2057,ChildMort5Yrs
13.43,10.11,10.29,2058,ChildMort5Yrs
13.12,9.801,9.975,2059,ChildMort5Yrs
12.81,9.493,9.666,2060,ChildMort5Yrs
12.5,9.189,9.361,2061,ChildMort5Yrs
12.2,8.931,9.087,2062,ChildMort5Yrs
11.91,8.676,8.833,2063,ChildMort5Yrs
11.61,8.423,8.579,2064,ChildMort5Yrs
11.33,8.177,8.329,2065,ChildMort5Yrs
11.04,7.936,8.085,2066,ChildMort5Yrs
10.76,7.698,7.843,2067,ChildMort5Yrs
10.49,7.465,7.606,2068,ChildMort5Yrs
10.22,7.238,7.375,2069,ChildMort5Yrs
9.955,7.019,7.152,2070,ChildMort5Yrs
9.701,6.806,6.935,2071,ChildMort5Yrs
9.454,6.6,6.726,2072,ChildMort5Yrs
9.216,6.4,6.523,2073,ChildMort5Yrs
8.984,6.207,6.328,2074,ChildMort5Yrs
8.759,6.02,6.14,2075,ChildMort5Yrs
8.558,5.841,5.958,2076,ChildMort5Yrs
8.381,5.676,5.786,2077,ChildMort5Yrs
8.205,5.519,5.628,2078,ChildMort5Yrs
8.034,5.366,5.474,2079,ChildMort5Yrs
7.867,5.218,5.325,2080,ChildMort5Yrs
7.703,5.073,5.179,2081,ChildMort5Yrs
7.542,4.931,5.037,2082,ChildMort5Yrs
7.384,4.795,4.896,2083,ChildMort5Yrs
7.23,4.662,4.761,2084,ChildMort5Yrs
7.079,4.535,4.631,2085,ChildMort5Yrs
6.931,4.411,4.505,2086,ChildMort5Yrs
6.786,4.291,4.382,2087,ChildMort5Yrs
6.645,4.174,4.264,2088,ChildMort5Yrs
6.508,4.06,4.148,2089,ChildMort5Yrs
6.373,3.951,4.037,2090,ChildMort5Yrs
6.243,3.845,3.929,2091,ChildMort5Yrs
6.116,3.742,3.823,2092,ChildMort5Yrs
5.991,3.642,3.721,2093,ChildMort5Yrs
5.883,3.547,3.628,2094,ChildMort5Yrs
5.779,3.455,3.533,2095,ChildMort5Yrs
5.674,3.367,3.442,2096,ChildMort5Yrs
5.573,3.286,3.355,2097,ChildMort5Yrs
5.473,3.21,3.275,2098,ChildMort5Yrs
5.379,3.141,3.203,2099,ChildMort5Yrs
5.286,3.078,3.135,2100,ChildMort5Yrs
8.877,8.877,8.877,2019,ENDEM
9.344,9.344,9.344,2020,ENDEM
9.494,9.494,9.494,2021,ENDEM
9.737,9.738,9.737,2022,ENDEM
10.13,10.13,10.13,2023,ENDEM
10.55,10.55,10.55,2024,ENDEM
10.93,10.94,10.93,2025,ENDEM
11.33,11.35,11.33,2026,ENDEM
11.74,11.78,11.74,2027,ENDEM
12.16,12.26,12.17,2028,ENDEM
12.54,12.71,12.58,2029,ENDEM
12.93,13.18,13,2030,ENDEM
13.32,13.68,13.42,2031,ENDEM
13.72,14.19,13.85,2032,ENDEM
14.12,14.73,14.29,2033,ENDEM
14.53,15.27,14.74,2034,ENDEM
14.94,15.82,15.19,2035,ENDEM
15.36,16.38,15.65,2036,ENDEM
15.78,16.87,16.12,2037,ENDEM
16.21,17.36,16.61,2038,ENDEM
16.65,17.85,17.11,2039,ENDEM
17.09,18.34,17.62,2040,ENDEM
17.53,18.83,18.13,2041,ENDEM
17.98,19.32,18.65,2042,ENDEM
18.43,19.8,19.17,2043,ENDEM
18.88,20.26,19.69,2044,ENDEM
19.33,20.71,20.22,2045,ENDEM
19.77,21.15,20.74,2046,ENDEM
20.2,21.78,21.27,2047,ENDEM
20.64,22.4,21.8,2048,ENDEM
21.07,23.02,22.32,2049,ENDEM
21.5,23.63,22.85,2050,ENDEM
21.93,24.23,23.37,2051,ENDEM
22.35,24.81,23.91,2052,ENDEM
22.77,25.37,24.44,2053,ENDEM
23.19,25.91,24.98,2054,ENDEM
23.61,26.42,25.53,2055,ENDEM
24.03,26.83,26.08,2056,ENDEM
24.45,27.23,26.63,2057,ENDEM
24.86,27.64,27.2,2058,ENDEM
25.28,28.04,27.77,2059,ENDEM
25.7,28.31,28.36,2060,ENDEM
26.11,28.58,28.96,2061,ENDEM
26.53,28.87,29.57,2062,ENDEM
26.95,29.16,30.2,2063,ENDEM
27.36,29.47,30.85,2064,ENDEM
27.78,29.79,31.51,2065,ENDEM
28.19,30.11,32.19,2066,ENDEM
28.61,30.43,32.89,2067,ENDEM
29.02,30.75,33.6,2068,ENDEM
29.46,31.06,34.34,2069,ENDEM
29.91,31.43,35.09,2070,ENDEM
30.36,31.76,35.87,2071,ENDEM
30.83,32.08,36.67,2072,ENDEM
31.31,32.39,37.48,2073,ENDEM
31.79,32.68,38.3,2074,ENDEM
32.29,32.96,39.13,2075,ENDEM
32.79,33.22,39.97,2076,ENDEM
33.3,33.48,40.82,2077,ENDEM
33.82,33.73,41.67,2078,ENDEM
34.34,33.96,42.54,2079,ENDEM
34.87,34.2,43.41,2080,ENDEM
35.41,34.35,44.29,2081,ENDEM
35.97,34.49,45.18,2082,ENDEM
36.53,34.63,46.09,2083,ENDEM
37.1,34.77,47.01,2084,ENDEM
37.69,34.91,47.95,2085,ENDEM
38.29,35.05,48.89,2086,ENDEM
38.9,35.17,49.85,2087,ENDEM
39.52,35.29,50.83,2088,ENDEM
40.17,35.41,51.79,2089,ENDEM
40.82,35.51,52.76,2090,ENDEM
41.49,35.6,53.76,2091,ENDEM
42.16,35.88,54.76,2092,ENDEM
42.82,36.14,55.77,2093,ENDEM
43.49,36.41,56.81,2094,ENDEM
44.17,36.76,57.9,2095,ENDEM
44.85,37.09,59.11,2096,ENDEM
45.55,37.39,60.33,2097,ENDEM
46.25,37.66,61.53,2098,ENDEM
46.97,37.87,62.72,2099,ENDEM
47.63,37.99,63.82,2100,ENDEM
1.941,1.941,1.941,2019,ENDEM_GDP
2.118,2.118,2.118,2020,ENDEM_GDP
1.998,1.998,1.998,2021,ENDEM_GDP
1.932,1.932,1.932,2022,ENDEM_GDP
1.891,1.892,1.891,2023,ENDEM_GDP
1.864,1.864,1.864,2024,ENDEM_GDP
1.826,1.828,1.826,2025,ENDEM_GDP
1.791,1.794,1.79,2026,ENDEM_GDP
1.759,1.76,1.753,2027,ENDEM_GDP
1.737,1.74,1.729,2028,ENDEM_GDP
1.708,1.71,1.696,2029,ENDEM_GDP
1.68,1.681,1.664,2030,ENDEM_GDP
1.652,1.651,1.632,2031,ENDEM_GDP
1.62,1.62,1.596,2032,ENDEM_GDP
1.588,1.59,1.56,2033,ENDEM_GDP
1.556,1.559,1.525,2034,ENDEM_GDP
1.524,1.528,1.488,2035,ENDEM_GDP
1.491,1.495,1.451,2036,ENDEM_GDP
1.459,1.455,1.413,2037,ENDEM_GDP
1.427,1.414,1.376,2038,ENDEM_GDP
1.395,1.373,1.34,2039,ENDEM_GDP
1.363,1.334,1.305,2040,ENDEM_GDP
1.333,1.295,1.271,2041,ENDEM_GDP
1.303,1.256,1.238,2042,ENDEM_GDP
1.274,1.218,1.206,2043,ENDEM_GDP
1.246,1.18,1.174,2044,ENDEM_GDP
1.219,1.143,1.144,2045,ENDEM_GDP
1.192,1.107,1.114,2046,ENDEM_GDP
1.166,1.082,1.085,2047,ENDEM_GDP
1.141,1.057,1.058,2048,ENDEM_GDP
1.117,1.032,1.031,2049,ENDEM_GDP
1.093,1.007,1.004,2050,ENDEM_GDP
1.069,0.983,0.978,2051,ENDEM_GDP
1.046,0.958,0.953,2052,ENDEM_GDP
1.024,0.934,0.929,2053,ENDEM_GDP
1.002,0.909,0.906,2054,ENDEM_GDP
0.98,0.884,0.883,2055,ENDEM_GDP
0.959,0.857,0.861,2056,ENDEM_GDP
0.939,0.83,0.84,2057,ENDEM_GDP
0.919,0.804,0.819,2058,ENDEM_GDP
0.9,0.779,0.799,2059,ENDEM_GDP
0.881,0.752,0.779,2060,ENDEM_GDP
0.862,0.725,0.761,2061,ENDEM_GDP
0.844,0.7,0.743,2062,ENDEM_GDP
0.827,0.676,0.726,2063,ENDEM_GDP
0.81,0.653,0.709,2064,ENDEM_GDP
0.793,0.632,0.694,2065,ENDEM_GDP
0.777,0.612,0.678,2066,ENDEM_GDP
0.761,0.592,0.664,2067,ENDEM_GDP
0.745,0.574,0.65,2068,ENDEM_GDP
0.73,0.556,0.637,2069,ENDEM_GDP
0.716,0.539,0.624,2070,ENDEM_GDP
0.703,0.523,0.612,2071,ENDEM_GDP
0.689,0.507,0.6,2072,ENDEM_GDP
0.677,0.492,0.589,2073,ENDEM_GDP
0.665,0.478,0.579,2074,ENDEM_GDP
0.654,0.464,0.569,2075,ENDEM_GDP
0.643,0.45,0.56,2076,ENDEM_GDP
0.633,0.437,0.55,2077,ENDEM_GDP
0.623,0.424,0.542,2078,ENDEM_GDP
0.614,0.412,0.534,2079,ENDEM_GDP
0.605,0.401,0.526,2080,ENDEM_GDP
0.597,0.389,0.519,2081,ENDEM_GDP
0.588,0.378,0.512,2082,ENDEM_GDP
0.581,0.367,0.505,2083,ENDEM_GDP
0.573,0.357,0.498,2084,ENDEM_GDP
0.566,0.348,0.493,2085,ENDEM_GDP
0.559,0.338,0.487,2086,ENDEM_GDP
0.553,0.33,0.481,2087,ENDEM_GDP
0.547,0.321,0.477,2088,ENDEM_GDP
0.541,0.313,0.472,2089,ENDEM_GDP
0.535,0.305,0.467,2090,ENDEM_GDP
0.53,0.298,0.463,2091,ENDEM_GDP
0.526,0.292,0.459,2092,ENDEM_GDP
0.521,0.287,0.455,2093,ENDEM_GDP
0.517,0.281,0.451,2094,ENDEM_GDP
0.513,0.275,0.447,2095,ENDEM_GDP
0.509,0.271,0.444,2096,ENDEM_GDP
0.505,0.266,0.441,2097,ENDEM_GDP
0.502,0.261,0.439,2098,ENDEM_GDP
0.5,0.257,0.437,2099,ENDEM_GDP
0.497,0.252,0.435,2100,ENDEM_GDP
4.391,4.391,4.391,2019,ENDEM_per_capita
4.569,4.569,4.569,2020,ENDEM_per_capita
4.591,4.591,4.591,2021,ENDEM_per_capita
4.657,4.657,4.657,2022,ENDEM_per_capita
4.792,4.792,4.792,2023,ENDEM_per_capita
4.937,4.937,4.937,2024,ENDEM_per_capita
5.062,5.067,5.062,2025,ENDEM_per_capita
5.197,5.205,5.195,2026,ENDEM_per_capita
5.332,5.35,5.329,2027,ENDEM_per_capita
5.468,5.513,5.475,2028,ENDEM_per_capita
5.591,5.665,5.61,2029,ENDEM_per_capita
5.715,5.827,5.747,2030,ENDEM_per_capita
5.839,5.999,5.887,2031,ENDEM_per_capita
5.964,6.177,6.027,2032,ENDEM_per_capita
6.095,6.362,6.175,2033,ENDEM_per_capita
6.224,6.549,6.321,2034,ENDEM_per_capita
6.355,6.738,6.468,2035,ENDEM_per_capita
6.487,6.93,6.618,2036,ENDEM_per_capita
6.621,7.089,6.773,2037,ENDEM_per_capita
6.757,7.247,6.933,2038,ENDEM_per_capita
6.895,7.404,7.097,2039,ENDEM_per_capita
7.035,7.565,7.265,2040,ENDEM_per_capita
7.176,7.723,7.434,2041,ENDEM_per_capita
7.318,7.879,7.604,2042,ENDEM_per_capita
7.46,8.031,7.777,2043,ENDEM_per_capita
7.603,8.18,7.949,2044,ENDEM_per_capita
7.745,8.322,8.123,2045,ENDEM_per_capita
7.884,8.457,8.297,2046,ENDEM_per_capita
8.023,8.673,8.471,2047,ENDEM_per_capita
8.16,8.886,8.647,2048,ENDEM_per_capita
8.299,9.096,8.822,2049,ENDEM_per_capita
8.434,9.304,8.996,2050,ENDEM_per_capita
8.572,9.508,9.174,2051,ENDEM_per_capita
8.708,9.708,9.355,2052,ENDEM_per_capita
8.845,9.899,9.537,2053,ENDEM_per_capita
8.982,10.08,9.724,2054,ENDEM_per_capita
9.121,10.26,9.914,2055,ENDEM_per_capita
9.261,10.4,10.11,2056,ENDEM_per_capita
9.402,10.53,10.3,2057,ENDEM_per_capita
9.544,10.67,10.51,2058,ENDEM_per_capita
9.688,10.82,10.71,2059,ENDEM_per_capita
9.833,10.91,10.93,2060,ENDEM_per_capita
9.982,11,11.15,2061,ENDEM_per_capita
10.13,11.11,11.38,2062,ENDEM_per_capita
10.28,11.22,11.62,2063,ENDEM_per_capita
10.44,11.33,11.87,2064,ENDEM_per_capita
10.59,11.46,12.12,2065,ENDEM_per_capita
10.75,11.58,12.38,2066,ENDEM_per_capita
10.91,11.71,12.66,2067,ENDEM_per_capita
11.07,11.84,12.94,2068,ENDEM_per_capita
11.24,11.97,13.23,2069,ENDEM_per_capita
11.42,12.12,13.54,2070,ENDEM_per_capita
11.6,12.26,13.85,2071,ENDEM_per_capita
11.8,12.4,14.18,2072,ENDEM_per_capita
12,12.54,14.51,2073,ENDEM_per_capita
12.2,12.67,14.86,2074,ENDEM_per_capita
12.41,12.8,15.21,2075,ENDEM_per_capita
12.63,12.93,15.56,2076,ENDEM_per_capita
12.85,13.06,15.93,2077,ENDEM_per_capita
13.08,13.19,16.3,2078,ENDEM_per_capita
13.31,13.31,16.68,2079,ENDEM_per_capita
13.56,13.44,17.07,2080,ENDEM_per_capita
13.8,13.54,17.47,2081,ENDEM_per_capita
14.06,13.64,17.88,2082,ENDEM_per_capita
14.32,13.74,18.29,2083,ENDEM_per_capita
14.59,13.84,18.72,2084,ENDEM_per_capita
14.87,13.95,19.16,2085,ENDEM_per_capita
15.16,14.05,19.62,2086,ENDEM_per_capita
15.46,14.16,20.08,2087,ENDEM_per_capita
15.76,14.27,20.55,2088,ENDEM_per_capita
16.08,14.37,21.03,2089,ENDEM_per_capita
16.41,14.48,21.52,2090,ENDEM_per_capita
16.74,14.58,22.02,2091,ENDEM_per_capita
17.08,14.76,22.53,2092,ENDEM_per_capita
17.43,14.93,23.06,2093,ENDEM_per_capita
17.78,15.12,23.59,2094,ENDEM_per_capita
18.13,15.34,24.17,2095,ENDEM_per_capita
18.5,15.55,24.79,2096,ENDEM_per_capita
18.87,15.75,25.43,2097,ENDEM_per_capita
19.26,15.95,26.07,2098,ENDEM_per_capita
19.65,16.12,26.72,2099,ENDEM_per_capita
20.03,16.26,27.33,2100,ENDEM_per_capita
2.327,2.327,2.327,2019,ENP_Coal
2.434,2.434,2.434,2020,ENP_Coal
2.648,2.648,2.648,2021,ENP_Coal
2.763,2.763,2.763,2022,ENP_Coal
2.851,2.851,2.851,2023,ENP_Coal
2.941,2.941,2.941,2024,ENP_Coal
2.864,2.864,2.864,2025,ENP_Coal
2.822,2.81,2.822,2026,ENP_Coal
2.835,2.784,2.834,2027,ENP_Coal
2.88,2.732,2.877,2028,ENP_Coal
2.95,2.664,2.95,2029,ENP_Coal
3.039,2.584,3.047,2030,ENP_Coal
2.923,2.494,2.936,2031,ENP_Coal
2.825,2.414,2.847,2032,ENP_Coal
2.773,2.354,2.804,2033,ENP_Coal
2.743,2.314,2.783,2034,ENP_Coal
2.733,2.289,2.781,2035,ENP_Coal
2.736,2.274,2.795,2036,ENP_Coal
2.733,2.263,2.799,2037,ENP_Coal
2.727,2.243,2.798,2038,ENP_Coal
2.721,2.206,2.795,2039,ENP_Coal
2.716,2.147,2.793,2040,ENP_Coal
2.708,2.072,2.787,2041,ENP_Coal
2.692,1.987,2.776,2042,ENP_Coal
2.67,1.904,2.76,2043,ENP_Coal
2.643,1.827,2.74,2044,ENP_Coal
2.612,1.756,2.712,2045,ENP_Coal
2.581,1.692,2.685,2046,ENP_Coal
2.547,1.635,2.657,2047,ENP_Coal
2.516,1.591,2.631,2048,ENP_Coal
2.485,1.564,2.605,2049,ENP_Coal
2.456,1.549,2.58,2050,ENP_Coal
2.426,1.544,2.552,2051,ENP_Coal
2.394,1.545,2.522,2052,ENP_Coal
2.362,1.55,2.488,2053,ENP_Coal
2.329,1.555,2.453,2054,ENP_Coal
2.294,1.554,2.418,2055,ENP_Coal
2.26,1.541,2.383,2056,ENP_Coal
2.225,1.52,2.35,2057,ENP_Coal
2.192,1.486,2.321,2058,ENP_Coal
2.159,1.452,2.292,2059,ENP_Coal
2.13,1.417,2.268,2060,ENP_Coal
2.1,1.382,2.245,2061,ENP_Coal
2.074,1.352,2.225,2062,ENP_Coal
2.052,1.325,2.206,2063,ENP_Coal
2.031,1.304,2.189,2064,ENP_Coal
2.013,1.287,2.172,2065,ENP_Coal
1.995,1.274,2.156,2066,ENP_Coal
1.979,1.268,2.141,2067,ENP_Coal
1.963,1.257,2.126,2068,ENP_Coal
1.948,1.248,2.116,2069,ENP_Coal
1.934,1.244,2.105,2070,ENP_Coal
1.922,1.245,2.098,2071,ENP_Coal
1.912,1.251,2.095,2072,ENP_Coal
1.907,1.262,2.096,2073,ENP_Coal
1.904,1.275,2.1,2074,ENP_Coal
1.903,1.292,2.106,2075,ENP_Coal
1.91,1.308,2.116,2076,ENP_Coal
1.915,1.325,2.129,2077,ENP_Coal
1.927,1.338,2.148,2078,ENP_Coal
1.941,1.349,2.166,2079,ENP_Coal
1.958,1.354,2.189,2080,ENP_Coal
1.977,1.358,2.215,2081,ENP_Coal
1.999,1.357,2.243,2082,ENP_Coal
2.024,1.355,2.272,2083,ENP_Coal
2.052,1.35,2.305,2084,ENP_Coal
2.085,1.345,2.342,2085,ENP_Coal
2.122,1.34,2.383,2086,ENP_Coal
