Year,Indicator,JET8,JETSDG,NDC cond.,NDC uncon.,Base,
2082,INFMOR,9.468,6.095,5.69,5.913,10.01,
2083,INFMOR,9.267,5.902,5.543,5.742,9.793,
2084,INFMOR,9.071,5.735,5.399,5.592,9.582,
2085,INFMOR,8.88,5.588,5.258,5.444,9.375,
2086,INFMOR,8.692,5.444,5.12,5.3,9.173,
2087,INFMOR,8.507,5.302,4.986,5.159,8.974,
2088,INFMOR,8.327,5.162,4.854,5.02,8.78,
2089,INFMOR,8.152,5.026,4.725,4.884,8.591,
2090,INFMOR,7.982,4.894,4.597,4.751,8.407,
2091,INFMOR,7.816,4.766,4.473,4.621,8.23,
2092,INFMOR,7.655,4.642,4.352,4.495,8.059,
2093,INFMOR,7.5,4.523,4.232,4.373,7.892,
2094,INFMOR,7.356,4.411,4.122,4.26,7.737,
2095,INFMOR,7.218,4.304,4.015,4.15,7.586,
2096,INFMOR,7.084,4.199,3.911,4.045,7.439,
2097,INFMOR,6.952,4.098,3.81,3.943,7.297,
2098,INFMOR,6.828,3.999,3.712,3.843,7.157,
2099,INFMOR,6.737,3.906,3.62,3.75,7.024,
2100,INFMOR,6.645,3.815,3.53,3.661,6.916,
2019,MALNPOPP,12.24,12.24,12.24,12.24,12.24,
2020,MALNPOPP,12.47,12.47,12.47,12.47,12.47,
2021,MALNPOPP,11.78,11.78,11.78,11.78,11.78,
2022,MALNPOPP,10.98,10.98,10.98,10.98,10.98,
2023,MALNPOPP,10.5,10.5,10.5,10.5,10.5,
2024,MALNPOPP,10.01,9.771,10.03,10.01,10.01,
2025,MALNPOPP,9.501,9.056,9.311,9.501,9.501,
2026,MALNPOPP,9.021,8.34,8.642,8.833,9.021,
2027,MALNPOPP,8.803,7.844,8.171,8.379,8.804,
2028,MALNPOPP,8.383,7.2,7.515,7.705,8.386,
2029,MALNPOPP,7.978,6.596,6.907,7.069,7.988,
2030,MALNPOPP,7.589,6.024,6.317,6.474,7.607,
2031,MALNPOPP,7.214,5.486,5.788,5.918,7.244,
2032,MALNPOPP,6.854,4.987,5.278,5.392,6.89,
2033,MALNPOPP,6.51,4.522,4.798,4.899,6.551,
2034,MALNPOPP,6.185,4.092,4.352,4.443,6.231,
2035,MALNPOPP,5.875,3.693,3.936,4.018,5.923,
2036,MALNPOPP,5.577,3.322,3.549,3.623,5.628,
2037,MALNPOPP,5.288,2.989,3.181,3.254,5.34,
2038,MALNPOPP,5.007,2.677,2.852,2.909,5.06,
2039,MALNPOPP,4.732,2.384,2.542,2.598,4.786,
2040,MALNPOPP,4.464,2.196,2.251,2.306,4.52,
2041,MALNPOPP,4.201,2.021,2.066,2.03,4.26,
2042,MALNPOPP,3.943,1.848,1.887,1.854,4.004,
2043,MALNPOPP,3.69,1.678,1.713,1.686,3.755,
2044,MALNPOPP,3.451,1.513,1.544,1.521,3.518,
2045,MALNPOPP,3.213,1.352,1.377,1.36,3.283,
2046,MALNPOPP,2.982,1.194,1.216,1.203,3.055,
2047,MALNPOPP,2.757,1.039,1.057,1.049,2.832,
2048,MALNPOPP,2.537,0.887,0.901,0.897,2.613,
2049,MALNPOPP,2.412,0.827,0.838,0.836,2.49,
2050,MALNPOPP,2.292,0.771,0.779,0.78,2.371,
2051,MALNPOPP,2.176,0.718,0.722,0.726,2.255,
2052,MALNPOPP,2.064,0.667,0.668,0.673,2.143,
2053,MALNPOPP,1.957,0.617,0.619,0.622,2.035,
2054,MALNPOPP,1.853,0.566,0.569,0.568,1.93,
2055,MALNPOPP,1.754,0.523,0.523,0.522,1.829,
2056,MALNPOPP,1.661,0.482,0.48,0.48,1.732,
2057,MALNPOPP,1.57,0.445,0.438,0.438,1.64,
2058,MALNPOPP,1.484,0.41,0.4,0.401,1.55,
2059,MALNPOPP,1.397,0.376,0.365,0.367,1.466,
2060,MALNPOPP,1.316,0.345,0.332,0.334,1.383,
2061,MALNPOPP,1.239,0.315,0.302,0.304,1.304,
2062,MALNPOPP,1.165,0.288,0.274,0.275,1.229,
2063,MALNPOPP,1.096,0.263,0.249,0.25,1.155,
2064,MALNPOPP,1.03,0.24,0.226,0.226,1.087,
2065,MALNPOPP,0.968,0.219,0.205,0.205,1.025,
2066,MALNPOPP,0.908,0.2,0.185,0.185,0.964,
2067,MALNPOPP,0.852,0.182,0.168,0.167,0.905,
2068,MALNPOPP,0.799,0.166,0.152,0.151,0.851,
2069,MALNPOPP,0.749,0.151,0.138,0.137,0.798,
2070,MALNPOPP,0.701,0.138,0.125,0.124,0.747,
2071,MALNPOPP,0.657,0.125,0.114,0.112,0.7,
2072,MALNPOPP,0.615,0.114,0.104,0.102,0.656,
2073,MALNPOPP,0.576,0.104,0.095,0.093,0.615,
2074,MALNPOPP,0.54,0.094,0.087,0.085,0.577,
2075,MALNPOPP,0.506,0.086,0.079,0.077,0.541,
2076,MALNPOPP,0.474,0.078,0.073,0.07,0.508,
2077,MALNPOPP,0.444,0.071,0.067,0.064,0.477,
2078,MALNPOPP,0.417,0.064,0.062,0.059,0.448,
2079,MALNPOPP,0.391,0.058,0.056,0.053,0.421,
2080,MALNPOPP,0.368,0.053,0.052,0.049,0.396,
2081,MALNPOPP,0.345,0.047,0.047,0.044,0.372,
2082,MALNPOPP,0.325,0.043,0.043,0.04,0.349,
2083,MALNPOPP,0.305,0.039,0.039,0.037,0.328,
2084,MALNPOPP,0.288,0.035,0.036,0.033,0.309,
2085,MALNPOPP,0.271,0.031,0.033,0.03,0.291,
2086,MALNPOPP,0.255,0.028,0.03,0.027,0.274,
2087,MALNPOPP,0.241,0.025,0.027,0.025,0.258,
2088,MALNPOPP,0.228,0.023,0.025,0.022,0.243,
2089,MALNPOPP,0.215,0.021,0.023,0.02,0.23,
2090,MALNPOPP,0.203,0.019,0.021,0.018,0.217,
2091,MALNPOPP,0.192,0.017,0.019,0.017,0.205,
2092,MALNPOPP,0.182,0.016,0.017,0.015,0.195,
2093,MALNPOPP,0.172,0.014,0.016,0.014,0.184,
2094,MALNPOPP,0.162,0.013,0.015,0.013,0.174,
2095,MALNPOPP,0.153,0.012,0.013,0.012,0.164,
2096,MALNPOPP,0.144,0.011,0.012,0.011,0.154,
2097,MALNPOPP,0.135,0.01,0.011,0.01,0.145,
2098,MALNPOPP,0.127,0.009,0.01,0.009,0.136,
2099,MALNPOPP,0.12,0.009,0.01,0.009,0.128,
2100,MALNPOPP,0.113,0.008,0.009,0.008,0.121,
2019,SFINTLWARALL,0.138,0.138,0.138,0.138,0.138,
2020,SFINTLWARALL,0.294,0.294,0.294,0.294,0.294,
2021,SFINTLWARALL,0.172,0.172,0.172,0.172,0.172,
2022,SFINTLWARALL,0.19,0.19,0.19,0.19,0.19,
2023,SFINTLWARALL,0.161,0.161,0.161,0.161,0.161,
2024,SFINTLWARALL,0.145,0.144,0.145,0.145,0.145,
2025,SFINTLWARALL,0.14,0.137,0.139,0.14,0.14,
2026,SFINTLWARALL,0.138,0.134,0.135,0.136,0.138,
2027,SFINTLWARALL,0.136,0.13,0.132,0.133,0.136,
2028,SFINTLWARALL,0.134,0.127,0.129,0.13,0.134,
2029,SFINTLWARALL,0.133,0.123,0.125,0.127,0.133,
2030,SFINTLWARALL,0.132,0.12,0.122,0.123,0.132,
2031,SFINTLWARALL,0.13,0.117,0.132,0.13,0.131,
2032,SFINTLWARALL,0.128,0.115,0.118,0.118,0.129,
2033,SFINTLWARALL,0.126,0.111,0.114,0.115,0.127,
2034,SFINTLWARALL,0.124,0.108,0.11,0.111,0.125,
2035,SFINTLWARALL,0.122,0.106,0.107,0.108,0.123,
2036,SFINTLWARALL,0.119,0.102,0.104,0.105,0.12,
2037,SFINTLWARALL,0.117,0.1,0.101,0.102,0.118,
2038,SFINTLWARALL,0.114,0.098,0.099,0.099,0.115,
2039,SFINTLWARALL,0.112,0.096,0.096,0.096,0.112,
2040,SFINTLWARALL,0.109,0.093,0.094,0.094,0.11,
2041,SFINTLWARALL,0.107,0.091,0.091,0.092,0.108,
2042,SFINTLWARALL,0.104,0.088,0.088,0.089,0.105,
2043,SFINTLWARALL,0.101,0.085,0.086,0.087,0.103,
2044,SFINTLWARALL,0.099,0.083,0.084,0.084,0.1,
2045,SFINTLWARALL,0.096,0.082,0.082,0.082,0.097,
2046,SFINTLWARALL,0.094,0.081,0.081,0.081,0.095,
2047,SFINTLWARALL,0.092,0.08,0.08,0.08,0.093,
2048,SFINTLWARALL,0.09,0.079,0.079,0.079,0.091,
2049,SFINTLWARALL,0.089,0.078,0.079,0.079,0.089,
2050,SFINTLWARALL,0.088,0.077,0.078,0.078,0.088,
2051,SFINTLWARALL,0.087,0.076,0.077,0.077,0.087,
2052,SFINTLWARALL,0.086,0.076,0.077,0.077,0.086,
2053,SFINTLWARALL,0.085,0.075,0.076,0.076,0.085,
2054,SFINTLWARALL,0.084,0.074,0.075,0.075,0.084,
2055,SFINTLWARALL,0.083,0.073,0.074,0.074,0.083,
2056,SFINTLWARALL,0.083,0.072,0.073,0.073,0.083,
2057,SFINTLWARALL,0.082,0.071,0.072,0.072,0.082,
2058,SFINTLWARALL,0.082,0.07,0.07,0.07,0.082,
2059,SFINTLWARALL,0.081,0.069,0.069,0.069,0.081,
2060,SFINTLWARALL,0.08,0.067,0.067,0.067,0.08,
2061,SFINTLWARALL,0.079,0.065,0.066,0.065,0.08,
2062,SFINTLWARALL,0.079,0.063,0.064,0.063,0.079,
2063,SFINTLWARALL,0.078,0.062,0.062,0.061,0.079,
2064,SFINTLWARALL,0.078,0.06,0.06,0.06,0.078,
2065,SFINTLWARALL,0.077,0.058,0.059,0.058,0.077,
2066,SFINTLWARALL,0.075,0.056,0.057,0.056,0.076,
2067,SFINTLWARALL,0.074,0.054,0.055,0.054,0.075,
2068,SFINTLWARALL,0.073,0.052,0.053,0.052,0.074,
2069,SFINTLWARALL,0.071,0.05,0.051,0.05,0.072,
2070,SFINTLWARALL,0.069,0.049,0.049,0.048,0.071,
2071,SFINTLWARALL,0.068,0.047,0.047,0.047,0.069,
2072,SFINTLWARALL,0.066,0.046,0.046,0.045,0.068,
2073,SFINTLWARALL,0.064,0.045,0.044,0.044,0.066,
2074,SFINTLWARALL,0.063,0.044,0.044,0.044,0.065,
2075,SFINTLWARALL,0.061,0.044,0.044,0.044,0.063,
2076,SFINTLWARALL,0.06,0.043,0.043,0.043,0.062,
2077,SFINTLWARALL,0.059,0.043,0.043,0.043,0.061,
2078,SFINTLWARALL,0.057,0.043,0.043,0.043,0.059,
2079,SFINTLWARALL,0.056,0.042,0.042,0.042,0.058,
2080,SFINTLWARALL,0.054,0.042,0.042,0.042,0.056,
2081,SFINTLWARALL,0.053,0.042,0.041,0.042,0.055,
2082,SFINTLWARALL,0.051,0.041,0.041,0.041,0.054,
2083,SFINTLWARALL,0.05,0.041,0.041,0.041,0.052,
2084,SFINTLWARALL,0.05,0.041,0.04,0.041,0.051,
2085,SFINTLWARALL,0.049,0.04,0.04,0.04,0.05,
2086,SFINTLWARALL,0.048,0.04,0.04,0.04,0.05,
2087,SFINTLWARALL,0.048,0.04,0.04,0.04,0.049,
2088,SFINTLWARALL,0.047,0.039,0.039,0.039,0.048,
2089,SFINTLWARALL,0.047,0.039,0.039,0.039,0.047,
2090,SFINTLWARALL,0.047,0.039,0.039,0.039,0.047,
2091,SFINTLWARALL,0.046,0.039,0.038,0.038,0.047,
2092,SFINTLWARALL,0.046,0.038,0.038,0.038,0.046,
2093,SFINTLWARALL,0.046,0.038,0.038,0.038,0.046,
2094,SFINTLWARALL,0.045,0.038,0.038,0.038,0.046,
2095,SFINTLWARALL,0.045,0.038,0.038,0.037,0.045,
2096,SFINTLWARALL,0.044,0.037,0.037,0.037,0.045,
2097,SFINTLWARALL,0.044,0.037,0.037,0.037,0.044,
2098,SFINTLWARALL,0.044,0.037,0.037,0.037,0.044,
2099,SFINTLWARALL,0.043,0.037,0.037,0.036,0.044,
2100,SFINTLWARALL,0.043,0.036,0.036,0.036,0.043,
