Baseline,SDG Push,JET SDG,Year,indicator,Country/Region
4.11363,4.11363,4.11363,2019,PovHeadcountF_Number,AFG
4.68323,4.68323,4.68323,2020,PovHeadcountF_Number,AFG
6.05984,6.05984,6.05984,2021,PovHeadcountF_Number,AFG
7.63176,7.63176,7.63176,2022,PovHeadcountF_Number,AFG
8.69819,8.69819,8.6982,2023,PovHeadcountF_Number,AFG
9.62932,9.62932,9.62807,2024,PovHeadcountF_Number,AFG
10.48,10.29,10.29,2025,PovHeadcountF_Number,AFG
11.01,10.69,10.69,2026,PovHeadcountF_Number,AFG
11.13,10.71,10.71,2027,PovHeadcountF_Number,AFG
11.07,10.6,10.59,2028,PovHeadcountF_Number,AFG
11.05,10.5,10.51,2029,PovHeadcountF_Number,AFG
11.03,10.4,10.39,2030,PovHeadcountF_Number,AFG
11.14,10.41,10.34,2031,PovHeadcountF_Number,AFG
11.61,10.78,10.63,2032,PovHeadcountF_Number,AFG
12.33,11.42,11.2,2033,PovHeadcountF_Number,AFG
13.23,12.22,11.94,2034,PovHeadcountF_Number,AFG
14.23,13.06,12.76,2035,PovHeadcountF_Number,AFG
15.3,13.88,13.6,2036,PovHeadcountF_Number,AFG
16.41,14.62,14.3,2037,PovHeadcountF_Number,AFG
17.49,15.22,14.94,2038,PovHeadcountF_Number,AFG
18.36,15.69,15.47,2039,PovHeadcountF_Number,AFG
18.77,15.95,15.75,2040,PovHeadcountF_Number,AFG
19.15,15.99,15.74,2041,PovHeadcountF_Number,AFG
19.54,15.82,15.45,2042,PovHeadcountF_Number,AFG
19.71,15.54,14.99,2043,PovHeadcountF_Number,AFG
19.6,15.16,14.45,2044,PovHeadcountF_Number,AFG
19.46,14.67,13.9,2045,PovHeadcountF_Number,AFG
19.24,14.1,13.31,2046,PovHeadcountF_Number,AFG
18.94,13.5,12.7,2047,PovHeadcountF_Number,AFG
18.57,12.9,12.06,2048,PovHeadcountF_Number,AFG
18.14,12.33,11.45,2049,PovHeadcountF_Number,AFG
17.62,11.74,10.85,2050,PovHeadcountF_Number,AFG
17.08,11.18,10.38,2051,PovHeadcountF_Number,AFG
16.56,10.67,9.96158,2052,PovHeadcountF_Number,AFG
16.09,10.2,9.53407,2053,PovHeadcountF_Number,AFG
15.67,9.73882,9.12405,2054,PovHeadcountF_Number,AFG
15.29,9.30419,8.71975,2055,PovHeadcountF_Number,AFG
14.93,8.84652,8.33991,2056,PovHeadcountF_Number,AFG
14.6,8.41361,7.98201,2057,PovHeadcountF_Number,AFG
14.29,8.00405,7.6485,2058,PovHeadcountF_Number,AFG
14.0,7.61528,7.34084,2059,PovHeadcountF_Number,AFG
13.76,7.25158,7.05754,2060,PovHeadcountF_Number,AFG
13.56,6.91597,6.80391,2061,PovHeadcountF_Number,AFG
13.37,6.5982,6.55769,2062,PovHeadcountF_Number,AFG
13.17,6.30113,6.31943,2063,PovHeadcountF_Number,AFG
12.99,6.02491,6.08657,2064,PovHeadcountF_Number,AFG
12.83,5.7783,5.85605,2065,PovHeadcountF_Number,AFG
12.69,5.55489,5.63613,2066,PovHeadcountF_Number,AFG
12.59,5.36083,5.43816,2067,PovHeadcountF_Number,AFG
12.52,5.19333,5.26877,2068,PovHeadcountF_Number,AFG
12.48,5.04764,5.13088,2069,PovHeadcountF_Number,AFG
12.46,4.91015,5.00927,2070,PovHeadcountF_Number,AFG
12.45,4.77537,4.89149,2071,PovHeadcountF_Number,AFG
12.43,4.6379,4.76467,2072,PovHeadcountF_Number,AFG
12.39,4.49428,4.61752,2073,PovHeadcountF_Number,AFG
12.34,4.34096,4.42636,2074,PovHeadcountF_Number,AFG
12.28,4.1906,4.23759,2075,PovHeadcountF_Number,AFG
12.2,4.02353,4.02106,2076,PovHeadcountF_Number,AFG
12.09,3.84531,3.78028,2077,PovHeadcountF_Number,AFG
11.93,3.65538,3.51153,2078,PovHeadcountF_Number,AFG
11.75,3.4469,3.22578,2079,PovHeadcountF_Number,AFG
11.52,3.22313,2.94151,2080,PovHeadcountF_Number,AFG
11.25,3.00143,2.67744,2081,PovHeadcountF_Number,AFG
10.95,2.78983,0.84134,2082,PovHeadcountF_Number,AFG
10.62,0.91172,0.74128,2083,PovHeadcountF_Number,AFG
10.26,0.81982,0.65731,2084,PovHeadcountF_Number,AFG
9.87159,0.73446,0.58252,2085,PovHeadcountF_Number,AFG
9.48259,0.65482,0.51251,2086,PovHeadcountF_Number,AFG
9.10499,0.57826,0.44978,2087,PovHeadcountF_Number,AFG
8.74276,0.50675,0.39373,2088,PovHeadcountF_Number,AFG
8.39444,0.44369,0.34414,2089,PovHeadcountF_Number,AFG
8.04281,0.38939,0.30225,2090,PovHeadcountF_Number,AFG
7.67801,0.34064,0.26542,2091,PovHeadcountF_Number,AFG
7.30364,0.29755,0.23377,2092,PovHeadcountF_Number,AFG
6.94686,0.25818,0.20531,2093,PovHeadcountF_Number,AFG
6.6143,0.22316,0.17944,2094,PovHeadcountF_Number,AFG
6.30334,0.19195,0.15236,2095,PovHeadcountF_Number,AFG
4.41241,0.16043,0.12743,2096,PovHeadcountF_Number,AFG
4.23071,0.13244,0.10725,2097,PovHeadcountF_Number,AFG
3.96654,0.11025,0.09068,2098,PovHeadcountF_Number,AFG
3.76667,0.09315,0.07736,2099,PovHeadcountF_Number,AFG
3.58591,0.07854,0.06573,2100,PovHeadcountF_Number,AFG
5.14574,5.14574,5.14574,2019,PovHeadcountF_Number,AGO
5.78543,5.78543,5.78543,2020,PovHeadcountF_Number,AGO
6.10806,6.10807,6.10806,2021,PovHeadcountF_Number,AGO
6.3864,6.3864,6.3864,2022,PovHeadcountF_Number,AGO
6.48915,6.48915,6.48916,2023,PovHeadcountF_Number,AGO
6.54093,6.54093,6.54092,2024,PovHeadcountF_Number,AGO
6.39793,6.32877,6.32796,2025,PovHeadcountF_Number,AGO
6.2241,6.09816,6.10346,2026,PovHeadcountF_Number,AGO
5.98613,5.82266,5.83436,2027,PovHeadcountF_Number,AGO
5.77205,5.56533,5.58395,2028,PovHeadcountF_Number,AGO
5.65296,5.40033,5.3953,2029,PovHeadcountF_Number,AGO
5.63789,5.32845,5.30979,2030,PovHeadcountF_Number,AGO
5.69909,5.31927,5.20296,2031,PovHeadcountF_Number,AGO
5.78743,5.31702,5.11938,2032,PovHeadcountF_Number,AGO
5.87481,5.30402,5.03921,2033,PovHeadcountF_Number,AGO
5.92428,5.2436,4.94797,2034,PovHeadcountF_Number,AGO
5.92833,5.14051,4.84234,2035,PovHeadcountF_Number,AGO
5.90361,5.01052,4.7393,2036,PovHeadcountF_Number,AGO
5.88512,4.88501,4.64336,2037,PovHeadcountF_Number,AGO
