Baseline,SDG Push,JET SDG,Year,indicator,Country/Region
26.9,26.9,26.9,2019,MalnPop_Percent,AFG
27.11,27.11,27.11,2020,MalnPop_Percent,AFG
28.94,28.94,28.94,2021,MalnPop_Percent,AFG
29.17,29.17,29.17,2022,MalnPop_Percent,AFG
28.74,28.74,28.74,2023,MalnPop_Percent,AFG
28.03,28.03,28.03,2024,MalnPop_Percent,AFG
27.29,24.81,24.81,2025,MalnPop_Percent,AFG
26.63,24.2,24.21,2026,MalnPop_Percent,AFG
26.03,23.11,23.12,2027,MalnPop_Percent,AFG
25.33,22.05,22.06,2028,MalnPop_Percent,AFG
24.71,21.06,21.08,2029,MalnPop_Percent,AFG
24.1,20.1,20.13,2030,MalnPop_Percent,AFG
23.53,19.24,19.28,2031,MalnPop_Percent,AFG
23.1,18.43,18.47,2032,MalnPop_Percent,AFG
22.7,17.65,17.69,2033,MalnPop_Percent,AFG
22.3,16.87,16.91,2034,MalnPop_Percent,AFG
21.92,16.12,16.16,2035,MalnPop_Percent,AFG
21.56,15.38,15.42,2036,MalnPop_Percent,AFG
21.19,14.63,14.54,2037,MalnPop_Percent,AFG
20.82,13.84,13.74,2038,MalnPop_Percent,AFG
20.43,13.05,12.94,2039,MalnPop_Percent,AFG
19.98,12.26,12.15,2040,MalnPop_Percent,AFG
19.47,11.79,11.66,2041,MalnPop_Percent,AFG
18.94,11.32,11.2,2042,MalnPop_Percent,AFG
18.41,10.86,10.72,2043,MalnPop_Percent,AFG
17.88,10.41,10.25,2044,MalnPop_Percent,AFG
17.35,9.95243,9.78852,2045,MalnPop_Percent,AFG
16.82,9.49541,9.33384,2046,MalnPop_Percent,AFG
16.29,9.03911,8.88104,2047,MalnPop_Percent,AFG
15.76,8.59278,8.43133,2048,MalnPop_Percent,AFG
15.41,8.32332,8.15498,2049,MalnPop_Percent,AFG
15.06,8.05599,7.87929,2050,MalnPop_Percent,AFG
14.71,7.80082,7.63415,2051,MalnPop_Percent,AFG
14.37,7.56036,7.4041,2052,MalnPop_Percent,AFG
14.05,7.33294,7.17642,2053,MalnPop_Percent,AFG
13.73,7.10899,6.95058,2054,MalnPop_Percent,AFG
13.43,6.88787,6.7281,2055,MalnPop_Percent,AFG
13.14,6.66316,6.50852,2056,MalnPop_Percent,AFG
12.84,6.44824,6.29755,2057,MalnPop_Percent,AFG
12.53,6.22452,6.07773,2058,MalnPop_Percent,AFG
12.22,5.99975,5.85847,2059,MalnPop_Percent,AFG
11.89,5.77402,5.63768,2060,MalnPop_Percent,AFG
11.57,5.54771,5.41859,2061,MalnPop_Percent,AFG
11.24,5.3199,5.19876,2062,MalnPop_Percent,AFG
10.91,5.092,4.97758,2063,MalnPop_Percent,AFG
10.58,4.86762,4.76204,2064,MalnPop_Percent,AFG
10.25,4.65317,4.55484,2065,MalnPop_Percent,AFG
9.92676,4.44734,4.35661,2066,MalnPop_Percent,AFG
9.61172,4.25554,4.16773,2067,MalnPop_Percent,AFG
9.32,4.07266,3.98396,2068,MalnPop_Percent,AFG
9.03461,3.89779,3.8057,2069,MalnPop_Percent,AFG
8.75646,3.72858,3.62925,2070,MalnPop_Percent,AFG
8.4982,3.55668,3.4492,2071,MalnPop_Percent,AFG
8.24085,3.39305,3.27706,2072,MalnPop_Percent,AFG
7.98339,3.2188,3.09692,2073,MalnPop_Percent,AFG
7.72496,3.04095,2.90584,2074,MalnPop_Percent,AFG
7.46504,2.86102,2.72081,2075,MalnPop_Percent,AFG
7.20549,2.68129,2.53854,2076,MalnPop_Percent,AFG
6.94898,2.50304,2.35962,2077,MalnPop_Percent,AFG
6.68312,2.32727,2.18504,2078,MalnPop_Percent,AFG
6.42131,2.15557,2.01733,2079,MalnPop_Percent,AFG
6.15127,1.9906,1.8603,2080,MalnPop_Percent,AFG
5.88349,1.83718,1.71562,2081,MalnPop_Percent,AFG
5.6188,1.6951,1.14974,2082,MalnPop_Percent,AFG
5.3619,1.13211,1.0535,2083,MalnPop_Percent,AFG
5.11873,1.03596,0.96744,2084,MalnPop_Percent,AFG
4.88587,0.94854,0.88891,2085,MalnPop_Percent,AFG
4.66325,0.86866,0.81709,2086,MalnPop_Percent,AFG
4.45042,0.79571,0.75114,2087,MalnPop_Percent,AFG
4.2466,0.72894,0.69035,2088,MalnPop_Percent,AFG
4.05019,0.66744,0.63315,2089,MalnPop_Percent,AFG
3.86076,0.61088,0.57984,2090,MalnPop_Percent,AFG
3.67376,0.55835,0.53006,2091,MalnPop_Percent,AFG
3.49138,0.50904,0.48393,2092,MalnPop_Percent,AFG
3.3134,0.46286,0.43991,2093,MalnPop_Percent,AFG
3.14293,0.41909,0.39778,2094,MalnPop_Percent,AFG
2.98062,0.37771,0.35561,2095,MalnPop_Percent,AFG
2.51755,0.33684,0.31564,2096,MalnPop_Percent,AFG
2.37909,0.29833,0.27937,2097,MalnPop_Percent,AFG
2.25061,0.26381,0.2472,2098,MalnPop_Percent,AFG
2.13382,0.23433,0.21947,2099,MalnPop_Percent,AFG
2.0257,0.20798,0.19482,2100,MalnPop_Percent,AFG
17.5,17.5,17.5,2019,MalnPop_Percent,AGO
17.92,17.92,17.92,2020,MalnPop_Percent,AGO
17.57,17.57,17.57,2021,MalnPop_Percent,AGO
16.9,16.9,16.9,2022,MalnPop_Percent,AGO
16.65,16.65,16.65,2023,MalnPop_Percent,AGO
16.24,16.24,16.24,2024,MalnPop_Percent,AGO
15.84,15.33,15.33,2025,MalnPop_Percent,AGO
15.42,14.64,14.65,2026,MalnPop_Percent,AGO
14.95,13.83,13.85,2027,MalnPop_Percent,AGO
14.46,13.0,13.06,2028,MalnPop_Percent,AGO
13.98,12.21,12.28,2029,MalnPop_Percent,AGO
13.5,11.42,11.49,2030,MalnPop_Percent,AGO
13.02,10.65,10.69,2031,MalnPop_Percent,AGO
12.55,9.89909,9.90569,2032,MalnPop_Percent,AGO
12.1,9.18297,9.15042,2033,MalnPop_Percent,AGO
11.68,8.4997,8.43299,2034,MalnPop_Percent,AGO
11.26,7.84269,7.75007,2035,MalnPop_Percent,AGO
10.85,7.20622,7.10548,2036,MalnPop_Percent,AGO
10.45,6.59185,6.48448,2037,MalnPop_Percent,AGO
10.04,6.03191,5.91096,2038,MalnPop_Percent,AGO
9.61826,5.481,5.34935,2039,MalnPop_Percent,AGO
9.20448,4.94908,4.80243,2040,MalnPop_Percent,AGO
8.77762,4.62219,4.45836,2041,MalnPop_Percent,AGO
8.34915,4.31263,4.13902,2042,MalnPop_Percent,AGO
7.92709,4.0018,3.80575,2043,MalnPop_Percent,AGO
7.5084,3.71984,3.48685,2044,MalnPop_Percent,AGO
