Baseline,SDG Push,JET SDG,Year,indicator,Country/Region
47.36,47.36,47.36,2019,ChildMort5Yrs,AFG
46.16,46.16,46.16,2020,ChildMort5Yrs,AFG
48.45,48.45,48.45,2021,ChildMort5Yrs,AFG
48.73,48.73,48.73,2022,ChildMort5Yrs,AFG
48.14,48.14,48.14,2023,ChildMort5Yrs,AFG
47.32,47.32,47.32,2024,ChildMort5Yrs,AFG
45.82,45.28,45.28,2025,ChildMort5Yrs,AFG
44.21,43.6,43.6,2026,ChildMort5Yrs,AFG
42.83,41.65,41.65,2027,ChildMort5Yrs,AFG
41.31,39.81,39.82,2028,ChildMort5Yrs,AFG
39.81,38.04,38.05,2029,ChildMort5Yrs,AFG
38.39,36.43,36.45,2030,ChildMort5Yrs,AFG
37.16,35.08,35.09,2031,ChildMort5Yrs,AFG
36.17,33.88,33.87,2032,ChildMort5Yrs,AFG
35.3,32.83,32.79,2033,ChildMort5Yrs,AFG
34.61,31.94,31.88,2034,ChildMort5Yrs,AFG
34.0,31.11,31.03,2035,ChildMort5Yrs,AFG
33.46,30.34,30.25,2036,ChildMort5Yrs,AFG
32.98,29.62,29.5,2037,ChildMort5Yrs,AFG
32.54,28.97,28.84,2038,ChildMort5Yrs,AFG
32.13,28.34,28.2,2039,ChildMort5Yrs,AFG
31.68,27.68,27.54,2040,ChildMort5Yrs,AFG
31.22,27.04,26.89,2041,ChildMort5Yrs,AFG
30.67,26.4,26.24,2042,ChildMort5Yrs,AFG
30.13,25.76,25.59,2043,ChildMort5Yrs,AFG
29.62,25.14,24.94,2044,ChildMort5Yrs,AFG
29.09,24.54,24.32,2045,ChildMort5Yrs,AFG
28.52,23.95,23.71,2046,ChildMort5Yrs,AFG
27.94,23.37,23.13,2047,ChildMort5Yrs,AFG
27.37,22.79,22.55,2048,ChildMort5Yrs,AFG
26.8,22.24,22.0,2049,ChildMort5Yrs,AFG
26.24,21.72,21.47,2050,ChildMort5Yrs,AFG
25.69,21.22,20.97,2051,ChildMort5Yrs,AFG
25.14,20.76,20.52,2052,ChildMort5Yrs,AFG
24.6,20.33,20.1,2053,ChildMort5Yrs,AFG
24.08,19.9,19.69,2054,ChildMort5Yrs,AFG
23.6,19.52,19.3,2055,ChildMort5Yrs,AFG
