Baseline,SDG Push,JET SDG,Year,indicator,Country/Region
0,0,0,2083,PovRateSexDif_25_34,UNDP HDI Very High
0,0,0,2084,PovRateSexDif_25_34,UNDP HDI Very High
-0.00001,0,0,2085,PovRateSexDif_25_34,UNDP HDI Very High
0,0,0,2086,PovRateSexDif_25_34,UNDP HDI Very High
-0.00001,0,0,2087,PovRateSexDif_25_34,UNDP HDI Very High
-0.00001,0,0,2088,PovRateSexDif_25_34,UNDP HDI Very High
-0.00001,0,0,2089,PovRateSexDif_25_34,UNDP HDI Very High
0,0,0,2090,PovRateSexDif_25_34,UNDP HDI Very High
0,0,0,2091,PovRateSexDif_25_34,UNDP HDI Very High
-0.00001,0,0,2092,PovRateSexDif_25_34,UNDP HDI Very High
0,0,0,2093,PovRateSexDif_25_34,UNDP HDI Very High
0,0,0,2094,PovRateSexDif_25_34,UNDP HDI Very High
0,0,0,2095,PovRateSexDif_25_34,UNDP HDI Very High
0,0,0,2096,PovRateSexDif_25_34,UNDP HDI Very High
-0.00001,0,0,2097,PovRateSexDif_25_34,UNDP HDI Very High
-0.00001,0,0,2098,PovRateSexDif_25_34,UNDP HDI Very High
-0.00001,0,0,2099,PovRateSexDif_25_34,UNDP HDI Very High
0,0,0,2100,PovRateSexDif_25_34,UNDP HDI Very High
3.29,3.29,3.29,2019,PovRateSexDif_25_34,UNSG Central & Southern Asia
3.194,3.194,3.194,2020,PovRateSexDif_25_34,UNSG Central & Southern Asia
3.107,3.107,3.107,2021,PovRateSexDif_25_34,UNSG Central & Southern Asia
3.033,3.033,3.033,2022,PovRateSexDif_25_34,UNSG Central & Southern Asia
2.944,2.944,2.944,2023,PovRateSexDif_25_34,UNSG Central & Southern Asia
2.854,2.854,2.854,2024,PovRateSexDif_25_34,UNSG Central & Southern Asia
2.768,2.75,2.75,2025,PovRateSexDif_25_34,UNSG Central & Southern Asia
2.686,2.65,2.65,2026,PovRateSexDif_25_34,UNSG Central & Southern Asia
2.595,2.545,2.545,2027,PovRateSexDif_25_34,UNSG Central & Southern Asia
2.51,2.444,2.443,2028,PovRateSexDif_25_34,UNSG Central & Southern Asia
2.42,2.337,2.335,2029,PovRateSexDif_25_34,UNSG Central & Southern Asia
2.329,2.23,2.226,2030,PovRateSexDif_25_34,UNSG Central & Southern Asia
2.237,2.117,2.115,2031,PovRateSexDif_25_34,UNSG Central & Southern Asia
2.149,2.016,1.897,2032,PovRateSexDif_25_34,UNSG Central & Southern Asia
2.067,1.718,1.599,2033,PovRateSexDif_25_34,UNSG Central & Southern Asia
1.992,1.476,1.373,2034,PovRateSexDif_25_34,UNSG Central & Southern Asia
1.92,1.277,1.197,2035,PovRateSexDif_25_34,UNSG Central & Southern Asia
1.852,1.106,1.045,2036,PovRateSexDif_25_34,UNSG Central & Southern Asia
1.794,0.949,0.901,2037,PovRateSexDif_25_34,UNSG Central & Southern Asia
1.737,0.848,0.807,2038,PovRateSexDif_25_34,UNSG Central & Southern Asia
1.682,0.759,0.721,2039,PovRateSexDif_25_34,UNSG Central & Southern Asia
1.574,0.677,0.64,2040,PovRateSexDif_25_34,UNSG Central & Southern Asia
1.442,0.602,0.565,2041,PovRateSexDif_25_34,UNSG Central & Southern Asia
1.314,0.535,0.5,2042,PovRateSexDif_25_34,UNSG Central & Southern Asia
1.197,0.475,0.443,2043,PovRateSexDif_25_34,UNSG Central & Southern Asia
1.092,0.424,0.396,2044,PovRateSexDif_25_34,UNSG Central & Southern Asia
1.001,0.381,0.358,2045,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.92,0.345,0.327,2046,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.849,0.317,0.302,2047,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.787,0.295,0.282,2048,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.734,0.277,0.249,2049,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.688,0.24,0.233,2050,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.65,0.223,0.21,2051,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.618,0.201,0.189,2052,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.591,0.181,0.17,2053,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.568,0.163,0.153,2054,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.548,0.148,0.139,2055,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.522,0.136,0.127,2056,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.506,0.126,0.118,2057,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.464,0.118,0.112,2058,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.425,0.112,0.106,2059,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.394,0.107,0.102,2060,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.366,0.104,0.1,2061,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.342,0.102,0.098,2062,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.321,0.101,0.098,2063,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.302,0.1,0.098,2064,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.285,0.1,0.098,2065,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.27,0.101,0.1,2066,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.258,0.103,0.101,2067,PovRateSexDif_25_34,UNSG Central & Southern Asia
0.248,0.103,0.102,2068,PovRateSexDif_25_34,UNSG Central & Southern Asia
